title,均价,总价,面积,地址,户型,area,朝向,装修,楼层,建造时间,建筑材料
中北路4号线 东湖熙园办公装修 带租约出售 通透户型,25401,246,9.685E+01,东湖熙园 ,2室1厅 ," 96.85平米 "," 南 北 "," 简装 "," 中楼层(共21层) "," 2008年建 "," 板楼"
带暖气+楚河汉街安顺星苑精装四房+通透户型采光好诚售,24184,385,1.592E+02,安顺星苑 ,4室2厅 ," 159.2平米 "," 南 北 "," 精装 "," 高楼层(共12层) "," 2003年建 "," 塔楼"
安静，无光污染，澜桥前排观景高层最美的景最暖心的价房主自荐,31995,278,8.689E+01,福星惠誉水岸国际澜桥公馆 ,2室1厅 ," 86.89平米 "," 南 "," 毛坯 "," 高楼层(共55层) "," 2016年建 "," 板楼"
中北路安顺星苑居家  通透三房 中高层视野好 诚心卖,26308,345,1.3114E+02,安顺星苑 ,3室2厅 ," 131.14平米 "," 南 北 "," 精装 "," 中楼层(共12层) "," 2003年建 "," 塔楼"
安顺家园新上三房带车位楚河汉街地铁口+看房随时,27802,385,1.3848E+02,安顺家园 ,3室2厅 ," 138.48平米 "," 南 "," 精装 "," 低楼层(共26层) "," 2008年建 "," 塔楼"
楚河汉街地铁口 东向两居室 户型方正 格局合理,28942,250,8.638E+01,中国铁建1818中心 ,2室1厅 ," 86.38平米 "," 东 "," 毛坯 "," 中楼层(共43层) "," 2014年建 "," 板楼"
此房产权清晰，业主诚心卖，朝南,18315,83,4.532E+01,环球国际中心 ,1室0厅 ," 45.32平米 "," 南 "," 精装 "," 低楼层(共30层) "," 2016年建 "," 塔楼"
南北向，中间楼层，小区中间，小龟山地铁站,23486,169,7.196E+01,彩电中心 ,2室1厅 ," 71.96平米 "," 南 "," 精装 "," 低楼层(共7层) "," 2003年建 "," 板楼"
洪山广场 电梯房高层 地铁口 价可谈,18470,230,1.2453E+02,楚天都市花园 ,3室2厅 ," 124.53平米 "," 南 "," 简装 "," 中楼层(共32层) "," 2001年建 "," 板楼"
中北路 安顺家园  中间层 正规四房 东南北三面采光,29981,488,1.6277E+02,安顺家园 ,4室2厅 ," 162.77平米 "," 东南 北 "," 简装 "," 中楼层(共28层) "," 2008年建 "," 塔楼"
万达SOHO公寓，万达装修小户型，视野佳，总价低！！,18589,84,4.519E+01,环球国际中心 ,1室1厅 ," 45.19平米 "," 南 北 "," 精装 "," 中楼层(共30层) "," 2016年建 "," 板楼"
铁建1818------精装高层观景房，证满两年,31922,315,9.868E+01,中国铁建1818中心 ,2室2厅 ," 98.68平米 "," 南 "," 精装 "," 高楼层(共43层) "," 2014年建 "," 板楼"
汉街通透两房 总价低 中间楼层 诚售 无抵押无贷款,24471,237,9.685E+01,东湖熙园 ,2室1厅 ," 96.85平米 "," 南 北 "," 简装 "," 中楼层(共21层) "," 2008年建 "," 板楼"
正规复式楼，办公装修，格局方正实用，全明户型。,24993,513,2.0526E+02,景天楼 ,5室2厅 ," 205.26平米 "," 南 西 北 "," 简装 "," 中楼层(共19层) "," 2008年建 "," 板塔结合"
汉街旁 中北领寓 精装两房 省却装修烦恼,26531,215,8.104E+01,中北领寓 ,2室1厅 ," 81.04平米 "," 西 "," 其他 "," 高楼层(共25层) "," 2001年建 "," 塔楼"
安顺花园，电梯三房，东南朝向，诚心出售,23578,315,1.336E+02,安顺花园 ,3室2厅 ," 133.6平米 "," 东南 "," 其他 "," 高楼层(共12层) "," 2000年建 "," 塔楼"
安顺花园南北通透三房，中间楼层,21868,300,1.3719E+02,安顺花园 ,3室2厅 ," 137.19平米 "," 南 北 "," 简装 "," 中楼层(共8层) "," 2000年建 "," 塔楼"
此房产证满两年 两房朝南 全明户型 通透性好,29469,305,1.035E+02,中国铁建1818中心 ,2室2厅 ," 103.5平米 "," 南 北 "," 简装 "," 中楼层(共43层) "," 2014年建 "," 板楼"
楚河汉街+中间楼层采光好+满五税费低,19719,280,1.42E+02,景天楼 ,3室2厅 ," 142平米 "," 南 "," 其他 "," 低楼层(共19层) "," 2008年建 "," 板塔结合"
汉街中北路 中层复式 证满诚售  单价低,20821,410,1.9692E+02,景天楼 ,4室2厅 ," 196.92平米 "," 南 北 "," 简装 "," 高楼层(共19层) "," 2008年建 "," 板塔结合"
楚河汉街地铁口，精装两房，明厨明卫，中间楼层,31617,186,5.883E+01,中国铁建1818中心 ,2室1厅 ," 58.83平米 "," 东 "," 简装 "," 中楼层(共24层) "," 2014年建 "," 板楼"
星海虹城南北通透大四房双阳台好房！,26633,440,1.6521E+02,星海虹城 ,4室2厅 ," 165.21平米 "," 南 北 "," 简装 "," 高楼层(共18层) "," 2006年建 "," 板楼"
户型方正，交通便利，楼层居中，环境优美,27638,400,1.4473E+02,星海虹城 ,4室2厅 ," 144.73平米 "," 南 "," 简装 "," 中楼层(共18层) "," 2006年建 "," 板楼"
楚河汉街地铁站 凯德1818旁 旺铺出售,44146,368,8.336E+01,中国铁建1818中心 ,1室0厅 ," 83.36平米 "," 东 "," 其他 "," 低楼层(共33层) "," 2014年建 "," 板楼"
洪山广场双地铁口+南北通透居家2楼+满五年+集中暖气！,22680,300,1.3228E+02,洪山宾馆宿舍 ,3室2厅 ," 132.28平米 "," 南 北 "," 简装 "," 低楼层(共8层) "," 2000年建 "," 板楼"
正规复式楼，办公装修，格局方正实用，全明户型。,24985,492,1.9692E+02,景天楼 ,4室2厅 ," 196.92平米 "," 南 北 "," 简装 "," 低楼层(共19层) "," 2008年建 "," 板塔结合"
中北路 长城汇 地铁2、4号线 满五年 高层观景,19668,206,1.0474E+02,景天楼 ,3室1厅 ," 104.74平米 "," 南 "," 简装 "," 高楼层(共19层) "," 2008年建 "," 板塔结合"
此房两证满二，房小区少有大两房，业主诚心卖,31278,280,8.952E+01,中国铁建1818中心 ,2室2厅 ," 89.52平米 "," 南 "," 简装 "," 高楼层(共43层) "," 2014年建 "," 板楼"
中北路 景天楼 复式 196.96平 400万,20309,400,1.9696E+02,景天楼 ,4室2厅 ," 196.96平米 "," 南 "," 精装 "," 中楼层(共19层) "," 2008年建 "," 板塔结合"
此房在前排，观沙湖，拎包入住，看房方便产权清晰业主,38151,660,1.73E+02,汉街壹号公馆 ,3室2厅 ," 173平米 "," 南 北 "," 精装 "," 高楼层(共46层) "," 2015年建 "," 板楼"
此房产证满二后期税费少，中间楼层采光好，看房方便,22284,275,1.2341E+02,楚天都市花园 ,3室2厅 ," 123.41平米 "," 南 北 "," 其他 "," 中楼层(共32层) "," 2001年建 "," 板楼"
汉街东南向大两房，采光好看东湖诚售,28071,160,5.7E+01,中北领寓 ,2室1厅 ," 57平米 "," 东南 "," 其他 "," 高楼层(共25层) "," 2001年建 "," 塔楼"
同成富苑，汉街商圈，优质大两房，业主诚售，随时看房房主自荐,20102,209,1.0397E+02,同成富苑 ,3室2厅 ," 103.97平米 "," 南 "," 简装 "," 中楼层(共28层) "," 2002年建 "," 塔楼"
楚河汉街  万达行 政公馆  通透两房  中高楼层,34968,353,1.0095E+02,万达御湖世家行政公馆 ,2室1厅 ," 100.95平米 "," 北 "," 精装 "," 中楼层(共17层) "," 2018年建 "," 塔楼"
楚河汉街  壹号公馆  证满两年高层视野开阔 随时看房房主自荐,37139,640,1.7233E+02,汉街壹号公馆 ,3室2厅 ," 172.33平米 "," 南 北 "," 精装 "," 高楼层(共46层) "," 2015年建 "," 板楼"
精装两居室，户型方正明亮，两房朝南。,29372,280,9.533E+01,安顺家园 ,2室2厅 ," 95.33平米 "," 南 "," 其他 "," 低楼层(共18层) "," 2008年建 "," 塔楼"
洪山广场地铁口 楚天都市花园 办公好房  证满五年,22501,366,1.6266E+02,楚天都市花园 ,3室2厅 ," 162.64平米 "," 东 "," 其他 "," 中楼层(共32层) "," 2001年建 "," 板楼"
洪山广场新上两房，明厨明卫，有暖气，户型好,24274,168,6.921E+01,体育馆路12号 ,2室1厅 ," 69.21平米 "," 南 西 "," 精装 "," 中楼层(共8层)  ",无," 板楼"
两证满五年，洪山广场双地铁朝南两房单位集中供暖。,23650,180,7.611E+01,洪山宾馆宿舍 ,2室1厅 ," 76.11平米 "," 南 "," 其他 "," 高楼层(共8层)  ",无," 板楼"
楚河汉街地铁口，挂角通透小两房。,25459,193,7.581E+01,中北领寓 ,2室1厅 ," 75.81平米 "," 南 东南 "," 其他 "," 高楼层(共25层) "," 2001年建 "," 塔楼"
武昌 阳光水岸，小高层电梯房，朝南 随时看房,23961,235,9.808E+01,阳光水岸 ,2室2厅 ," 98.08平米 "," 南 北 "," 简装 "," 中楼层(共11层) "," 2004年建 "," 板楼"
此房产证满二后期税费少，中间楼层采光好，看房方便,20667,310,1.5E+02,楚天都市花园 ,3室2厅 ," 150平米 "," 南 北 "," 简装 "," 中楼层(共32层) "," 2001年建 "," 板楼"
中北路楚河汉街 证满诚心出售看房方便,16944,190,1.1213E+02,九天公寓 ,3室2厅 ," 112.14平米 "," 南 北 "," 简装 "," 中楼层(共9层)  ",无," 塔楼"
中北路  洪山广场 楚天都市花园 办公  精装3室2厅房主自荐,23724,355,1.4964E+02,楚天都市花园 ,3室2厅 ," 149.64平米 "," 西南 "," 精装 "," 高楼层(共32层) "," 2001年建 "," 板楼"
汉街壹号公馆 不临街 次新房 交房状态 没住过人,32148,628,1.9535E+02,汉街壹号公馆 ,3室2厅 ," 195.35平米 "," 南 北 "," 精装 "," 低楼层(共46层) "," 2017年建 "," 板楼"
万达御湖世家，精装大四房， 楼层高视野好，业主诚售,41861,1080,2.58E+02,万达御湖世家 ,4室2厅 ," 258平米 "," 南 北 "," 其他 "," 中楼层(共48层) "," 2014年建 "," 板楼"
汉街地铁口 朝南挂东头大三房 中间楼层 税费少,26989,380,1.408E+02,安顺星苑 ,3室1厅 ," 140.8平米 "," 南 "," 精装 "," 中楼层(共12层) "," 2003年建 "," 塔楼"
汉街商圈 环球国际公寓 业主诚售,20803,98,4.711E+01,环球国际中心 ,1室0厅 ," 47.11平米 "," 北 "," 其他 "," 中楼层(共30层) "," 2016年建 "," 塔楼"
诚心出售，家具家电齐全，楼层好，无抵押无贷款,32823,330,1.0054E+02,万达御湖世家行政公馆 ,2室2厅 ," 100.54平米 "," 南 "," 其他 "," 中楼层(共17层) "," 2018年建 "," 板楼"
正楚河汉街，全屋朝南，采光好，业主全款，产权清晰,30104,190,6.311E+01,万达御湖世家行政公馆 ,1室1厅 ," 63.1平米 "," 南 "," 精装 "," 高楼层(共17层) "," 2018年建 "," 塔楼"
环球国际中心 1室0厅 98万,21625,98,4.532E+01,环球国际中心 ,1室0厅 ," 45.32平米 "," 南 "," 其他 "," 高楼层(共30层) "," 2016年建 "," 塔楼"
环球国际 精装一室一厅 提前预约 随时看房,19331,82,4.242E+01,环球国际中心 ,1室1厅 ," 42.42平米 "," 南 "," 精装 "," 中楼层(共30层) "," 2016年建 "," 板楼"
楚河汉街小户型，精装修，满两年后期税低，业主诚心,32297,190,5.883E+01,中国铁建1818中心 ,2室1厅 ," 58.83平米 "," 东 "," 精装 "," 中楼层(共24层) "," 2014年建 "," 板楼"
环球国际 精装一室一厅 诚心出售 随时看房,18810,85,4.519E+01,环球国际中心 ,1室1厅 ," 45.19平米 "," 南 北 "," 精装 "," 高楼层(共30层) "," 2016年建 "," 板楼"
楚河汉街内环，品质小区万达成熟商圈配套齐全,31765,326,1.0263E+02,安顺家园 ,2室2厅 ," 102.63平米 "," 南 北 "," 简装 "," 低楼层(共26层) "," 2008年建 "," 塔楼"
